task 0 has started...
Beginning latency timing test. Number of reps = 1000.
***************************************************
Rep#       T1               T2            deltaT
task 1 has started...
 506  1468505896.42193103  1468505896.42229295  0.00036192
 507  1468505896.42237496  1468505896.42273808  0.00036311
 508  1468505896.42282104  1468505896.42318296  0.00036192
 509  1468505896.42326498  1468505896.42363095  0.00036597
 510  1468505896.42371297  1468505896.42407489  0.00036192
 511  1468505896.42415905  1468505896.42452097  0.00036192
 512  1468505896.42460394  1468505896.42496610  0.00036216
 513  1468505896.42504811  1468505896.42541003  0.00036192
 514  1468505896.42549396  1468505896.42586589  0.00037193
 515  1468505896.42594910  1468505896.42631412  0.00036502
 516  1468505896.42639709  1468505896.42675996  0.00036287
 517  1468505896.42684293  1468505896.42720509  0.00036216
 518  1468505896.42728806  1468505896.42765093  0.00036287
 519  1468505896.42773390  1468505896.42809606  0.00036216
 520  1468505896.42817807  1468505896.42853999  0.00036192
 521  1468505896.42862391  1468505896.42898703  0.00036311
 522  1468505896.42907095  1468505896.42943406  0.00036311
 523  1468505896.42951703  1468505896.42987895  0.00036192
 524  1468505896.42996192  1468505896.43036294  0.00040102
 525  1468505896.43044591  1468505896.43081093  0.00036502
 526  1468505896.43089294  1468505896.43125510  0.00036216
 527  1468505896.43133712  1468505896.43169999  0.00036287
 528  1468505896.43178201  1468505896.43214512  0.00036311
 529  1468505896.43222809  1468505896.43259406  0.00036597
 530  1468505896.43267703  1468505896.43303990  0.00036287
 531  1468505896.43312192  1468505896.43348598  0.00036407
 532  1468505896.43356895  1468505896.43393207  0.00036311
 533  1468505896.43401289  1468505896.43437600  0.00036311
 534  1468505896.43445802  1468505896.43481994  0.00036192
 535  1468505896.43490291  1468505896.43526602  0.00036311
 536  1468505896.43534803  1468505896.43571305  0.00036502
 537  1468505896.43579602  1468505896.43616104  0.00036502
 538  1468505896.43624306  1468505896.43660593  0.00036287
 539  1468505896.43668795  1468505896.43705106  0.00036311
 540  1468505896.43713307  1468505896.43749595  0.00036287
 541  1468505896.43757892  1468505896.43794203  0.00036311
 542  1468505896.43802500  1468505896.43838906  0.00036407
 543  1468505896.43847203  1468505896.43883395  0.00036192
 544  1468505896.43891692  1468505896.43928099  0.00036407
 545  1468505896.43936396  1468505896.43972802  0.00036407
 546  1468505896.43981004  1468505896.44017196  0.00036192
 547  1468505896.44025397  1468505896.44062304  0.00036907
 548  1468505896.44070792  1468505896.44107294  0.00036502
 549  1468505896.44115591  1468505896.44151807  0.00036216
 550  1468505896.44160199  1468505896.44196606  0.00036407
 551  1468505896.44205093  1468505896.44241190  0.00036097
 552  1468505896.44249296  1468505896.44285607  0.00036311
 553  1468505896.44293809  1468505896.44330001  0.00036192
 554  1468505896.44338298  1468505896.44374394  0.00036097
 555  1468505896.44382811  1468505896.44419003  0.00036192
 556  1468505896.44427299  1468505896.44463396  0.00036097
 557  1468505896.44471598  1468505896.44507909  0.00036311
 558  1468505896.44516206  1468505896.44552398  0.00036192
 559  1468505896.44560599  1468505896.44597507  0.00036907
 560  1468505896.44605803  1468505896.44642091  0.00036287
 561  1468505896.44650412  1468505896.44686508  0.00036097
 562  1468505896.44694901  1468505896.44731307  0.00036407
 563  1468505896.44739604  1468505896.44775796  0.00036192
 564  1468505896.44783998  1468505896.44820189  0.00036192
 565  1468505896.44828510  1468505896.44864702  0.00036192
 566  1468505896.44872808  1468505896.44908905  0.00036097
 567  1468505896.44917297  1468505896.44953609  0.00036311
 568  1468505896.44961905  1468505896.44998002  0.00036097
 569  1468505896.45006299  1468505896.45042801  0.00036502
 570  1468505896.45051098  1468505896.45087409  0.00036311
 571  1468505896.45095706  1468505896.45131803  0.00036097
 572  1468505896.45140100  1468505896.45176411  0.00036311
 573  1468505896.45184708  1468505896.45220900  0.00036192
 574  1468505896.45229292  1468505896.45265508  0.00036216
 575  1468505896.45273900  1468505896.45310211  0.00036311
 576  1468505896.45318508  1468505896.45354795  0.00036287
 577  1468505896.45362997  1468505896.45399404  0.00036407
 578  1468505896.45407701  1468505896.45443892  0.00036192
 579  1468505896.45452309  1468505896.45488501  0.00036192
 580  1468505896.45496798  1468505896.45533299  0.00036502
 581  1468505896.45541692  1468505896.45578194  0.00036502
 582  1468505896.45586491  1468505896.45622897  0.00036407
 583  1468505896.45631194  1468505896.45667601  0.00036407
 584  1468505896.45675898  1468505896.45711994  0.00036097
 585  1468505896.45720196  1468505896.45756412  0.00036216
 586  1468505896.45764804  1468505896.45801306  0.00036502
 587  1468505896.45809388  1468505896.45845604  0.00036216
 588  1468505896.45853996  1468505896.45890188  0.00036192
 589  1468505896.45898390  1468505896.45934510  0.00036120
 590  1468505896.45942807  1468505896.45979190  0.00036383
 591  1468505896.45987511  1468505896.46023607  0.00036097
 592  1468505896.46034193  1468505896.46070790  0.00036597
 593  1468505896.46079397  1468505896.46115994  0.00036597
 594  1468505896.46124291  1468505896.46160603  0.00036311
 595  1468505896.46168900  1468505896.46204996  0.00036097
 596  1468505896.46213293  1468505896.46249390  0.00036097
 597  1468505896.46257710  1468505896.46294093  0.00036383
 598  1468505896.46302390  1468505896.46338701  0.00036311
 599  1468505896.46346903  1468505896.46383095  0.00036192
 600  1468505896.46391392  1468505896.46427488  0.00036097
 601  1468505896.46435905  1468505896.46472311  0.00036407
 602  1468505896.46480608  1468505896.46516800  0.00036192
 603  1468505896.46525097  1468505896.46562195  0.00037098
 604  1468505896.46570396  1468505896.46606803  0.00036407
 605  1468505896.46615100  1468505896.46651506  0.00036407
 606  1468505896.46659803  1468505896.46696210  0.00036407
 607  1468505896.46704602  1468505896.46740794  0.00036192
 608  1468505896.46749091  1468505896.46785593  0.00036502
 609  1468505896.46793795  1468505896.46830010  0.00036216
 610  1468505896.46838307  1468505896.46874690  0.00036383
 611  1468505896.46882892  1468505896.46919298  0.00036407
 612  1468505896.46927500  1468505896.46963596  0.00036097
 613  1468505896.46971893  1468505896.47008109  0.00036216
 614  1468505896.47016501  1468505896.47052908  0.00036407
 615  1468505896.47061300  1468505896.47097611  0.00036311
 616  1468505896.47105908  1468505896.47142196  0.00036287
 617  1468505896.47150612  1468505896.47186995  0.00036383
 618  1468505896.47195292  1468505896.47231793  0.00036502
 619  1468505896.47240210  1468505896.47276306  0.00036097
 620  1468505896.47284603  1468505896.47320700  0.00036097
 621  1468505896.47329092  1468505896.47365308  0.00036216
 622  1468505896.47373605  1468505896.47409797  0.00036192
 623  1468505896.47418189  1468505896.47454596  0.00036407
 624  1468505896.47463012  1468505896.47499108  0.00036097
 625  1468505896.47507310  1468505896.47543502  0.00036192
 626  1468505896.47551799  1468505896.47588396  0.00036597
 627  1468505896.47596693  1468505896.47633004  0.00036311
 628  1468505896.47641206  1468505896.47677398  0.00036192
 629  1468505896.47685695  1468505896.47721910  0.00036216
 630  1468505896.47730207  1468505896.47766399  0.00036192
 631  1468505896.47774696  1468505896.47810888  0.00036192
 632  1468505896.47819090  1468505896.47855306  0.00036216
 633  1468505896.47863603  1468505896.47899890  0.00036287
 634  1468505896.47908306  1468505896.47944403  0.00036097
 635  1468505896.47952700  1468505896.47988892  0.00036192
 636  1468505896.47997189  1468505896.48037410  0.00040221
 637  1468505896.48045802  1468505896.48082304  0.00036502
 638  1468505896.48090696  1468505896.48126888  0.00036192
 639  1468505896.48135209  1468505896.48171401  0.00036192
 640  1468505896.48179698  1468505896.48215890  0.00036192
 641  1468505896.48224211  1468505896.48260403  0.00036192
 642  1468505896.48268700  1468505896.48304892  0.00036192
 643  1468505896.48313093  1468505896.48349309  0.00036216
 644  1468505896.48357511  1468505896.48393703  0.00036192
 645  1468505896.48402095  1468505896.48438191  0.00036097
 646  1468505896.48446393  1468505896.48482704  0.00036311
 647  1468505896.48491096  1468505896.48527193  0.00036097
 648  1468505896.48535490  1468505896.48571992  0.00036502
 649  1468505896.48580194  1468505896.48616600  0.00036407
 650  1468505896.48624802  1468505896.48660898  0.00036097
 651  1468505896.48669100  1468505896.48705196  0.00036097
 652  1468505896.48713493  1468505896.48749495  0.00036001
 653  1468505896.48757792  1468505896.48794103  0.00036311
 654  1468505896.48802400  1468505896.48838401  0.00036001
 655  1468505896.48846793  1468505896.48883104  0.00036311
 656  1468505896.48891401  1468505896.48927498  0.00036097
 657  1468505896.48935795  1468505896.48972607  0.00036812
 658  1468505896.48980808  1468505896.49017191  0.00036383
 659  1468505896.49025512  1468505896.49062204  0.00036693
 660  1468505896.49070907  1468505896.49107409  0.00036502
 661  1468505896.49115801  1468505896.49151993  0.00036192
 662  1468505896.49160409  1468505896.49196601  0.00036192
 663  1468505896.49204993  1468505896.49241304  0.00036311
 664  1468505896.49249601  1468505896.49285698  0.00036097
 665  1468505896.49293804  1468505896.49330091  0.00036287
 666  1468505896.49338388  1468505896.49374390  0.00036001
 667  1468505896.49382591  1468505896.49418807  0.00036216
 668  1468505896.49427104  1468505896.49463296  0.00036192
 669  1468505896.49471593  1468505896.49507809  0.00036216
 670  1468505896.49516106  1468505896.49552393  0.00036287
 671  1468505896.49560809  1468505896.49597406  0.00036597
 672  1468505896.49605703  1468505896.49642110  0.00036407
 673  1468505896.49650502  1468505896.49686694  0.00036192
 674  1468505896.49694991  1468505896.49731493  0.00036502
 675  1468505896.49739790  1468505896.49776006  0.00036216
 676  1468505896.49784303  1468505896.49820495  0.00036192
 677  1468505896.49828792  1468505896.49865103  0.00036311
 678  1468505896.49873304  1468505896.49909711  0.00036407
 679  1468505896.49918008  1468505896.49954200  0.00036192
 680  1468505896.49962401  1468505896.49998593  0.00036192
 681  1468505896.50006890  1468505896.50043297  0.00036407
 682  1468505896.50051689  1468505896.50088191  0.00036502
 683  1468505896.50096607  1468505896.50132799  0.00036192
 684  1468505896.50141096  1468505896.50177312  0.00036216
 685  1468505896.50185609  1468505896.50221896  0.00036287
 686  1468505896.50230098  1468505896.50266409  0.00036311
 687  1468505896.50274706  1468505896.50310898  0.00036192
 688  1468505896.50319195  1468505896.50355506  0.00036311
 689  1468505896.50363898  1468505896.50400209  0.00036311
 690  1468505896.50408506  1468505896.50444794  0.00036287
 691  1468505896.50452995  1468505896.50489306  0.00036311
 692  1468505896.50497603  1468505896.50533795  0.00036192
 693  1468505896.50543308  1468505896.50580001  0.00036693
 694  1468505896.50588393  1468505896.50624895  0.00036502
 695  1468505896.50633311  1468505896.50669503  0.00036192
 696  1468505896.50677800  1468505896.50713992  0.00036192
 697  1468505896.50722289  1468505896.50758696  0.00036407
 698  1468505896.50766802  1468505896.50803089  0.00036287
 699  1468505896.50811291  1468505896.50847507  0.00036216
 700  1468505896.50855708  1468505896.50892210  0.00036502
 701  1468505896.50900507  1468505896.50936699  0.00036192
 702  1468505896.50944996  1468505896.50981092  0.00036097
 703  1468505896.50989509  1468505896.51025605  0.00036097
 704  1468505896.51036096  1468505896.51072407  0.00036311
 705  1468505896.51080704  1468505896.51117206  0.00036502
 706  1468505896.51125503  1468505896.51161909  0.00036407
 707  1468505896.51170206  1468505896.51206398  0.00036192
 708  1468505896.51214695  1468505896.51250911  0.00036216
 709  1468505896.51259208  1468505896.51295400  0.00036192
 710  1468505896.51303697  1468505896.51339889  0.00036192
 711  1468505896.51348305  1468505896.51384592  0.00036287
 712  1468505896.51392698  1468505896.51428890  0.00036192
 713  1468505896.51437092  1468505896.51473308  0.00036216
 714  1468505896.51481700  1468505896.51518011  0.00036311
 715  1468505896.51526308  1468505896.51563096  0.00036788
 716  1468505896.51571393  1468505896.51607895  0.00036502
 717  1468505896.51616192  1468505896.51652408  0.00036216
 718  1468505896.51660705  1468505896.51696897  0.00036192
 719  1468505896.51705289  1468505896.51741505  0.00036216
 720  1468505896.51749802  1468505896.51785994  0.00036192
 721  1468505896.51794195  1468505896.51830697  0.00036502
 722  1468505896.51839089  1468505896.51875210  0.00036120
 723  1468505896.51883507  1468505896.51919603  0.00036097
 724  1468505896.51927900  1468505896.51964092  0.00036192
 725  1468505896.51972294  1468505896.52008390  0.00036097
 726  1468505896.52016592  1468505896.52053189  0.00036597
 727  1468505896.52061605  1468505896.52097893  0.00036287
 728  1468505896.52106309  1468505896.52142406  0.00036097
 729  1468505896.52150702  1468505896.52186894  0.00036192
 730  1468505896.52195191  1468505896.52231503  0.00036311
 731  1468505896.52239704  1468505896.52275896  0.00036192
 732  1468505896.52284098  1468505896.52320290  0.00036192
 733  1468505896.52328610  1468505896.52365088  0.00036478
 734  1468505896.52373290  1468505896.52409506  0.00036216
 735  1468505896.52417803  1468505896.52453995  0.00036192
 736  1468505896.52462292  1468505896.52498388  0.00036097
 737  1468505896.52506804  1468505896.52543092  0.00036287
 738  1468505896.52551198  1468505896.52587795  0.00036597
 739  1468505896.52595997  1468505896.52632403  0.00036407
 740  1468505896.52640605  1468505896.52676892  0.00036287
 741  1468505896.52685189  1468505896.52721405  0.00036216
 742  1468505896.52729607  1468505896.52765799  0.00036192
 743  1468505896.52774191  1468505896.52810407  0.00036216
 744  1468505896.52818704  1468505896.52854800  0.00036097
 745  1468505896.52863002  1468505896.52899194  0.00036192
 746  1468505896.52907491  1468505896.52943611  0.00036120
 747  1468505896.52951908  1468505896.52988005  0.00036097
 748  1468505896.52996302  1468505896.53036499  0.00040197
 749  1468505896.53044701  1468505896.53081107  0.00036407
 750  1468505896.53089404  1468505896.53125906  0.00036502
 751  1468505896.53134298  1468505896.53170490  0.00036192
 752  1468505896.53178692  1468505896.53214788  0.00036097
 753  1468505896.53222990  1468505896.53259110  0.00036120
 754  1468505896.53267407  1468505896.53303504  0.00036097
 755  1468505896.53311801  1468505896.53347898  0.00036097
 756  1468505896.53356194  1468505896.53392410  0.00036216
 757  1468505896.53400707  1468505896.53436804  0.00036097
 758  1468505896.53445005  1468505896.53481197  0.00036192
 759  1468505896.53489494  1468505896.53525591  0.00036097
 760  1468505896.53533912  1468505896.53570390  0.00036478
 761  1468505896.53578806  1468505896.53614998  0.00036192
 762  1468505896.53623295  1468505896.53659511  0.00036216
 763  1468505896.53667808  1468505896.53704095  0.00036287
 764  1468505896.53712392  1468505896.53748608  0.00036216
 765  1468505896.53756905  1468505896.53793097  0.00036192
 766  1468505896.53801203  1468505896.53837609  0.00036407
 767  1468505896.53846002  1468505896.53882098  0.00036097
 768  1468505896.53890491  1468505896.53926802  0.00036311
 769  1468505896.53935099  1468505896.53971410  0.00036311
 770  1468505896.53979707  1468505896.54016209  0.00036502
 771  1468505896.54024291  1468505896.54061007  0.00036716
 772  1468505896.54069591  1468505896.54105997  0.00036407
 773  1468505896.54114294  1468505896.54150510  0.00036216
 774  1468505896.54158902  1468505896.54195094  0.00036192
 775  1468505896.54203510  1468505896.54239798  0.00036287
 776  1468505896.54248095  1468505896.54284310  0.00036216
 777  1468505896.54292607  1468505896.54328799  0.00036192
 778  1468505896.54337001  1468505896.54373193  0.00036192
 779  1468505896.54381490  1468505896.54417801  0.00036311
 780  1468505896.54426003  1468505896.54462409  0.00036407
 781  1468505896.54470706  1468505896.54506803  0.00036097
 782  1468505896.54515100  1468505896.54551291  0.00036192
 783  1468505896.54559708  1468505896.54596400  0.00036693
 784  1468505896.54604697  1468505896.54640889  0.00036192
 785  1468505896.54649091  1468505896.54685593  0.00036502
 786  1468505896.54693794  1468505896.54730105  0.00036311
 787  1468505896.54738307  1468505896.54774404  0.00036097
 788  1468505896.54782701  1468505896.54819012  0.00036311
 789  1468505896.54827309  1468505896.54863501  0.00036192
 790  1468505896.54871702  1468505896.54907990  0.00036287
 791  1468505896.54916310  1468505896.54952502  0.00036192
 792  1468505896.54960704  1468505896.54996705  0.00036001
 793  1468505896.55005002  1468505896.55041409  0.00036407
 794  1468505896.55049706  1468505896.55085897  0.00036192
 795  1468505896.55094290  1468505896.55130506  0.00036216
 796  1468505896.55138898  1468505896.55175090  0.00036192
 797  1468505896.55183411  1468505896.55219793  0.00036383
 798  1468505896.55227995  1468505896.55264091  0.00036097
 799  1468505896.55272508  1468505896.55308700  0.00036192
 800  1468505896.55317092  1468505896.55353189  0.00036097
 801  1468505896.55361390  1468505896.55397606  0.00036216
 802  1468505896.55405807  1468505896.55441999  0.00036192
 803  1468505896.55450296  1468505896.55486488  0.00036192
 804  1468505896.55494690  1468505896.55530906  0.00036216
 805  1468505896.55539107  1468505896.55575800  0.00036693
 806  1468505896.55584002  1468505896.55620408  0.00036407
 807  1468505896.55628800  1468505896.55664897  0.00036097
 808  1468505896.55673289  1468505896.55709505  0.00036216
 809  1468505896.55717802  1468505896.55754089  0.00036287
 810  1468505896.55762506  1468505896.55798697  0.00036192
 811  1468505896.55806899  1468505896.55842996  0.00036097
 812  1468505896.55851197  1468505896.55887294  0.00036097
 813  1468505896.55895591  1468505896.55931902  0.00036311
 814  1468505896.55940199  1468505896.55976510  0.00036311
 815  1468505896.55984807  1468505896.56020999  0.00036192
 816  1468505896.56029296  1468505896.56068397  0.00039101
 817  1468505896.56077003  1468505896.56113291  0.00036287
 818  1468505896.56121492  1468505896.56157708  0.00036216
 819  1468505896.56166005  1468505896.56202197  0.00036192
 820  1468505896.56210589  1468505896.56247091  0.00036502
 821  1468505896.56255388  1468505896.56291509  0.00036120
 822  1468505896.56299901  1468505896.56336188  0.00036287
 823  1468505896.56344390  1468505896.56380701  0.00036311
 824  1468505896.56388998  1468505896.56425095  0.00036097
 825  1468505896.56433392  1468505896.56469607  0.00036216
 826  1468505896.56477904  1468505896.56514311  0.00036407
 827  1468505896.56522608  1468505896.56559300  0.00036693
 828  1468505896.56567693  1468505896.56604195  0.00036502
 829  1468505896.56612492  1468505896.56648803  0.00036311
 830  1468505896.56657100  1468505896.56693292  0.00036192
 831  1468505896.56701589  1468505896.56737900  0.00036311
 832  1468505896.56746101  1468505896.56782389  0.00036287
 833  1468505896.56790709  1468505896.56826997  0.00036287
 834  1468505896.56835198  1468505896.56871510  0.00036311
 835  1468505896.56879807  1468505896.56915998  0.00036192
 836  1468505896.56924295  1468505896.56960392  0.00036097
 837  1468505896.56968594  1468505896.57004809  0.00036216
 838  1468505896.57013011  1468505896.57049799  0.00036788
 839  1468505896.57058001  1468505896.57094097  0.00036097
 840  1468505896.57102609  1468505896.57138801  0.00036192
 841  1468505896.57147193  1468505896.57183504  0.00036311
 842  1468505896.57191896  1468505896.57227993  0.00036097
 843  1468505896.57236290  1468505896.57272410  0.00036120
 844  1468505896.57280588  1468505896.57316709  0.00036120
 845  1468505896.57325006  1468505896.57361197  0.00036192
 846  1468505896.57369494  1468505896.57405591  0.00036097
 847  1468505896.57414103  1468505896.57450294  0.00036192
 848  1468505896.57458711  1468505896.57494807  0.00036097
 849  1468505896.57503200  1468505896.57539701  0.00036502
 850  1468505896.57548094  1468505896.57584810  0.00036716
 851  1468505896.57593012  1468505896.57629299  0.00036287
 852  1468505896.57637405  1468505896.57673693  0.00036287
 853  1468505896.57681894  1468505896.57718301  0.00036407
 854  1468505896.57726598  1468505896.57762909  0.00036311
 855  1468505896.57771301  1468505896.57807398  0.00036097
 856  1468505896.57815599  1468505896.57851911  0.00036311
 857  1468505896.57860208  1468505896.57896304  0.00036097
 858  1468505896.57904601  1468505896.57940793  0.00036192
 859  1468505896.57949090  1468505896.57985091  0.00036001
 860  1468505896.57993388  1468505896.58029509  0.00036120
 861  1468505896.58039999  1468505896.58076692  0.00036693
 862  1468505896.58084989  1468505896.58121490  0.00036502
 863  1468505896.58129811  1468505896.58166194  0.00036383
 864  1468505896.58174396  1468505896.58210802  0.00036407
 865  1468505896.58219004  1468505896.58255100  0.00036097
 866  1468505896.58263397  1468505896.58299708  0.00036311
 867  1468505896.58308005  1468505896.58344197  0.00036192
 868  1468505896.58352399  1468505896.58388495  0.00036097
 869  1468505896.58396912  1468505896.58433199  0.00036287
 870  1468505896.58441401  1468505896.58477592  0.00036192
 871  1468505896.58485889  1468505896.58522010  0.00036120
 872  1468505896.58530307  1468505896.58566999  0.00036693
 873  1468505896.58575296  1468505896.58611488  0.00036192
 874  1468505896.58619690  1468505896.58656096  0.00036407
 875  1468505896.58664393  1468505896.58700490  0.00036097
 876  1468505896.58708906  1468505896.58745098  0.00036192
 877  1468505896.58753395  1468505896.58789706  0.00036311
 878  1468505896.58797908  1468505896.58834004  0.00036097
 879  1468505896.58842397  1468505896.58878589  0.00036192
 880  1468505896.58886909  1468505896.58923292  0.00036383
 881  1468505896.58931589  1468505896.58967805  0.00036216
 882  1468505896.58976102  1468505896.59012294  0.00036192
 883  1468505896.59020591  1468505896.59057307  0.00036716
 884  1468505896.59065890  1468505896.59102201  0.00036311
 885  1468505896.59110403  1468505896.59146810  0.00036407
 886  1468505896.59155107  1468505896.59191298  0.00036192
 887  1468505896.59199691  1468505896.59236002  0.00036311
 888  1468505896.59244394  1468505896.59280610  0.00036216
 889  1468505896.59288812  1468505896.59325099  0.00036287
 890  1468505896.59333396  1468505896.59369612  0.00036216
 891  1468505896.59377789  1468505896.59414005  0.00036216
 892  1468505896.59422207  1468505896.59458494  0.00036287
 893  1468505896.59466696  1468505896.59502912  0.00036216
 894  1468505896.59511209  1468505896.59547496  0.00036287
 895  1468505896.59555697  1468505896.59592390  0.00036693
 896  1468505896.59600592  1468505896.59637094  0.00036502
 897  1468505896.59645295  1468505896.59681606  0.00036311
 898  1468505896.59689808  1468505896.59726000  0.00036192
 899  1468505896.59734297  1468505896.59770489  0.00036192
 900  1468505896.59778810  1468505896.59815001  0.00036192
 901  1468505896.59823394  1468505896.59859705  0.00036311
 902  1468505896.59867907  1468505896.59904099  0.00036192
 903  1468505896.59912395  1468505896.59948707  0.00036311
 904  1468505896.59957004  1468505896.59993196  0.00036192
 905  1468505896.60001493  1468505896.60038590  0.00037098
 906  1468505896.60047007  1468505896.60083199  0.00036192
 907  1468505896.60091496  1468505896.60127902  0.00036407
 908  1468505896.60136199  1468505896.60172391  0.00036192
 909  1468505896.60180593  1468505896.60216904  0.00036311
 910  1468505896.60225010  1468505896.60261297  0.00036287
 911  1468505896.60269594  1468505896.60305905  0.00036311
 912  1468505896.60314012  1468505896.60350490  0.00036478
 913  1468505896.60358810  1468505896.60395408  0.00036597
 914  1468505896.60403800  1468505896.60439992  0.00036192
 915  1468505896.60448289  1468505896.60484505  0.00036216
 916  1468505896.60492802  1468505896.60529089  0.00036287
 917  1468505896.60537410  1468505896.60574007  0.00036597
 918  1468505896.60582304  1468505896.60618496  0.00036192
 919  1468505896.60626888  1468505896.60663295  0.00036407
 920  1468505896.60671592  1468505896.60707903  0.00036311
 921  1468505896.60716200  1468505896.60752511  0.00036311
 922  1468505896.60760808  1468505896.60797000  0.00036192
 923  1468505896.60805297  1468505896.60841608  0.00036311
 924  1468505896.60849810  1468505896.60886002  0.00036192
 925  1468505896.60894203  1468505896.60930705  0.00036502
 926  1468505896.60938907  1468505896.60975194  0.00036287
 927  1468505896.60983610  1468505896.61019802  0.00036192
 928  1468505896.61028194  1468505896.61067200  0.00039005
 929  1468505896.61075711  1468505896.61112094  0.00036383
 930  1468505896.61120510  1468505896.61156702  0.00036192
 931  1468505896.61164904  1468505896.61201000  0.00036097
 932  1468505896.61209202  1468505896.61245394  0.00036192
 933  1468505896.61253691  1468505896.61289907  0.00036216
 934  1468505896.61298203  1468505896.61334491  0.00036287
 935  1468505896.61342812  1468505896.61379004  0.00036192
 936  1468505896.61387300  1468505896.61423397  0.00036097
 937  1468505896.61431694  1468505896.61467910  0.00036216
 938  1468505896.61476207  1468505896.61512494  0.00036287
 939  1468505896.61520791  1468505896.61558104  0.00037313
 940  1468505896.61566401  1468505896.61603093  0.00036693
 941  1468505896.61611390  1468505896.61647797  0.00036407
 942  1468505896.61656189  1468505896.61692405  0.00036216
 943  1468505896.61700702  1468505896.61736894  0.00036192
 944  1468505896.61745095  1468505896.61781311  0.00036216
 945  1468505896.61789608  1468505896.61825705  0.00036097
 946  1468505896.61834002  1468505896.61870503  0.00036502
 947  1468505896.61878705  1468505896.61914897  0.00036192
 948  1468505896.61923194  1468505896.61959505  0.00036311
 949  1468505896.61967707  1468505896.62003994  0.00036287
 950  1468505896.62012196  1468505896.62048888  0.00036693
 951  1468505896.62057304  1468505896.62093496  0.00036192
 952  1468505896.62101698  1468505896.62138009  0.00036311
 953  1468505896.62146306  1468505896.62182593  0.00036287
 954  1468505896.62190890  1468505896.62227011  0.00036120
 955  1468505896.62235308  1468505896.62271690  0.00036383
 956  1468505896.62280011  1468505896.62316203  0.00036192
 957  1468505896.62324405  1468505896.62360501  0.00036097
 958  1468505896.62368703  1468505896.62404799  0.00036097
 959  1468505896.62413192  1468505896.62449408  0.00036216
 960  1468505896.62457609  1468505896.62493706  0.00036097
 961  1468505896.62501907  1468505896.62538195  0.00036287
 962  1468505896.62546396  1468505896.62583089  0.00036693
 963  1468505896.62591410  1468505896.62627697  0.00036287
 964  1468505896.62635899  1468505896.62671995  0.00036097
 965  1468505896.62680292  1468505896.62716389  0.00036097
 966  1468505896.62724710  1468505896.62760997  0.00036287
 967  1468505896.62769389  1468505896.62805510  0.00036120
 968  1468505896.62813807  1468505896.62850094  0.00036287
 969  1468505896.62858391  1468505896.62894607  0.00036216
 970  1468505896.62902904  1468505896.62939000  0.00036097
 971  1468505896.62947297  1468505896.62983394  0.00036097
 972  1468505896.62991691  1468505896.63028002  0.00036311
 973  1468505896.63038707  1468505896.63075209  0.00036502
 974  1468505896.63083506  1468505896.63119793  0.00036287
 975  1468505896.63128209  1468505896.63164496  0.00036287
 976  1468505896.63172698  1468505896.63208890  0.00036192
 977  1468505896.63217092  1468505896.63253689  0.00036597
 978  1468505896.63262010  1468505896.63298297  0.00036287
 979  1468505896.63306594  1468505896.63342810  0.00036216
 980  1468505896.63351107  1468505896.63387394  0.00036287
 981  1468505896.63395691  1468505896.63431907  0.00036216
 982  1468505896.63440204  1468505896.63476610  0.00036407
 983  1468505896.63485003  1468505896.63521099  0.00036097
 984  1468505896.63529396  1468505896.63566089  0.00036693
 985  1468505896.63574409  1468505896.63610506  0.00036097
 986  1468505896.63618803  1468505896.63654900  0.00036097
 987  1468505896.63663292  1468505896.63699293  0.00036001
 988  1468505896.63707590  1468505896.63743901  0.00036311
 989  1468505896.63752103  1468505896.63788509  0.00036407
 990  1468505896.63796711  1468505896.63832998  0.00036287
 991  1468505896.63841391  1468505896.63877606  0.00036216
 992  1468505896.63885903  1468505896.63922191  0.00036287
 993  1468505896.63930392  1468505896.63966703  0.00036311
 994  1468505896.63974810  1468505896.64011002  0.00036192
 995  1468505896.64019203  1468505896.64055395  0.00036192
 996  1468505896.64063811  1468505896.64100003  0.00036192
 997  1468505896.64108205  1468505896.64144397  0.00036192
 998  1468505896.64152694  1468505896.64188790  0.00036097
 999  1468505896.64197206  1468505896.64233398  0.00036192
1000  1468505896.64241695  1468505896.64277911  0.00036216
***************************************************

*** Avg round trip time = 366 microseconds
*** Avg one way latency = 183 microseconds
