task 0 has started...
Beginning latency timing test. Number of reps = 1000.
***************************************************
Rep#       T1               T2            deltaT
task 1 has started...
 504  1468506024.28129411  1468506024.28164792  0.00035381
 505  1468506024.28172803  1468506024.28207994  0.00035191
 506  1468506024.28216004  1468506024.28251290  0.00035286
 507  1468506024.28259301  1468506024.28294492  0.00035191
 508  1468506024.28302598  1468506024.28337908  0.00035310
 509  1468506024.28345990  1468506024.28381109  0.00035119
 510  1468506024.28389096  1468506024.28424501  0.00035405
 511  1468506024.28432488  1468506024.28467703  0.00035214
 512  1468506024.28475690  1468506024.28510904  0.00035214
 513  1468506024.28518891  1468506024.28554702  0.00035810
 514  1468506024.28562808  1468506024.28598189  0.00035381
 515  1468506024.28606200  1468506024.28641605  0.00035405
 516  1468506024.28649592  1468506024.28684902  0.00035310
 517  1468506024.28692889  1468506024.28728104  0.00035214
 518  1468506024.28735995  1468506024.28771210  0.00035214
 519  1468506024.28779292  1468506024.28814507  0.00035214
 520  1468506024.28822494  1468506024.28857589  0.00035095
 521  1468506024.28865695  1468506024.28900909  0.00035214
 522  1468506024.28908896  1468506024.28944302  0.00035405
 523  1468506024.28952289  1468506024.28987598  0.00035310
 524  1468506024.28995609  1468506024.29033709  0.00038099
 525  1468506024.29041791  1468506024.29077601  0.00035810
 526  1468506024.29085708  1468506024.29120898  0.00035191
 527  1468506024.29129004  1468506024.29164100  0.00035095
 528  1468506024.29172206  1468506024.29207397  0.00035191
 529  1468506024.29215407  1468506024.29250598  0.00035191
 530  1468506024.29258609  1468506024.29293799  0.00035191
 531  1468506024.29301906  1468506024.29337311  0.00035405
 532  1468506024.29345393  1468506024.29380608  0.00035214
 533  1468506024.29388690  1468506024.29423904  0.00035214
 534  1468506024.29431891  1468506024.29467201  0.00035310
 535  1468506024.29475188  1468506024.29510307  0.00035119
 536  1468506024.29518390  1468506024.29554105  0.00035715
 537  1468506024.29562211  1468506024.29597807  0.00035596
 538  1468506024.29605889  1468506024.29641104  0.00035214
 539  1468506024.29649210  1468506024.29684401  0.00035191
 540  1468506024.29692507  1468506024.29727697  0.00035191
 541  1468506024.29735804  1468506024.29770994  0.00035191
 542  1468506024.29779100  1468506024.29814196  0.00035095
 543  1468506024.29822397  1468506024.29857612  0.00035214
 544  1468506024.29865599  1468506024.29900908  0.00035310
 545  1468506024.29908895  1468506024.29944110  0.00035214
 546  1468506024.29952002  1468506024.29987192  0.00035191
 547  1468506024.29995203  1468506024.30033302  0.00038099
 548  1468506024.30041409  1468506024.30077100  0.00035691
 549  1468506024.30085301  1468506024.30120707  0.00035405
 550  1468506024.30128789  1468506024.30164003  0.00035214
 551  1468506024.30171990  1468506024.30207396  0.00035405
 552  1468506024.30215406  1468506024.30250502  0.00035095
 553  1468506024.30258608  1468506024.30293703  0.00035095
 554  1468506024.30301809  1468506024.30337095  0.00035286
 555  1468506024.30345201  1468506024.30380392  0.00035191
 556  1468506024.30388403  1468506024.30423808  0.00035405
 557  1468506024.30431795  1468506024.30466890  0.00035095
 558  1468506024.30474997  1468506024.30510211  0.00035214
 559  1468506024.30518198  1468506024.30554104  0.00035906
 560  1468506024.30562210  1468506024.30597711  0.00035501
 561  1468506024.30605698  1468506024.30641198  0.00035501
 562  1468506024.30649304  1468506024.30684400  0.00035095
 563  1468506024.30692410  1468506024.30727601  0.00035191
 564  1468506024.30735493  1468506024.30770802  0.00035310
 565  1468506024.30778909  1468506024.30814099  0.00035191
 566  1468506024.30822206  1468506024.30857396  0.00035191
 567  1468506024.30865502  1468506024.30900693  0.00035191
 568  1468506024.30908799  1468506024.30943990  0.00035191
 569  1468506024.30952096  1468506024.30987310  0.00035214
 570  1468506024.30995393  1468506024.31032896  0.00037503
 571  1468506024.31041002  1468506024.31076694  0.00035691
 572  1468506024.31084800  1468506024.31120300  0.00035501
 573  1468506024.31128407  1468506024.31163597  0.00035191
 574  1468506024.31171703  1468506024.31206894  0.00035191
 575  1468506024.31215000  1468506024.31250191  0.00035191
 576  1468506024.31258106  1468506024.31293607  0.00035501
 577  1468506024.31301808  1468506024.31336999  0.00035191
 578  1468506024.31345105  1468506024.31380296  0.00035191
 579  1468506024.31388307  1468506024.31423593  0.00035286
 580  1468506024.31431603  1468506024.31466794  0.00035191
 581  1468506024.31474805  1468506024.31510091  0.00035286
 582  1468506024.31518102  1468506024.31553698  0.00035596
 583  1468506024.31561899  1468506024.31597495  0.00035596
 584  1468506024.31605506  1468506024.31640911  0.00035405
 585  1468506024.31648993  1468506024.31684303  0.00035310
 586  1468506024.31692290  1468506024.31727505  0.00035214
 587  1468506024.31735611  1468506024.31770897  0.00035286
 588  1468506024.31778908  1468506024.31814098  0.00035191
 589  1468506024.31822109  1468506024.31857300  0.00035191
 590  1468506024.31865406  1468506024.31900597  0.00035191
 591  1468506024.31908703  1468506024.31944203  0.00035501
 592  1468506024.31952190  1468506024.31987405  0.00035214
 593  1468506024.31995392  1468506024.32032990  0.00037599
 594  1468506024.32041192  1468506024.32076907  0.00035715
 595  1468506024.32084990  1468506024.32120204  0.00035214
 596  1468506024.32128310  1468506024.32163596  0.00035286
 597  1468506024.32171702  1468506024.32206893  0.00035191
 598  1468506024.32214999  1468506024.32250309  0.00035310
 599  1468506024.32258296  1468506024.32293510  0.00035214
 600  1468506024.32301497  1468506024.32336712  0.00035214
 601  1468506024.32344794  1468506024.32380104  0.00035310
 602  1468506024.32388306  1468506024.32423496  0.00035191
 603  1468506024.32431507  1468506024.32466888  0.00035381
 604  1468506024.32474899  1468506024.32510090  0.00035191
 605  1468506024.32518101  1468506024.32553911  0.00035810
 606  1468506024.32561994  1468506024.32597399  0.00035405
 607  1468506024.32605505  1468506024.32658291  0.00052786
 608  1468506024.32666707  1468506024.32722807  0.00056100
 609  1468506024.32731104  1468506024.32767105  0.00036001
 610  1468506024.32775402  1468506024.32810998  0.00035596
 611  1468506024.32819009  1468506024.32854509  0.00035501
 612  1468506024.32862711  1468506024.32897997  0.00035286
 613  1468506024.32906103  1468506024.32941294  0.00035191
 614  1468506024.32949495  1468506024.32984710  0.00035214
 615  1468506024.32992792  1468506024.33028007  0.00035214
 616  1468506024.33038497  1468506024.33074188  0.00035691
 617  1468506024.33082294  1468506024.33117509  0.00035214
 618  1468506024.33125591  1468506024.33160901  0.00035310
 619  1468506024.33169007  1468506024.33204293  0.00035286
 620  1468506024.33212399  1468506024.33247709  0.00035310
 621  1468506024.33255601  1468506024.33290792  0.00035191
 622  1468506024.33298898  1468506024.33333993  0.00035095
 623  1468506024.33342195  1468506024.33377504  0.00035310
 624  1468506024.33385611  1468506024.33420801  0.00035191
 625  1468506024.33428907  1468506024.33464003  0.00035095
 626  1468506024.33472109  1468506024.33507299  0.00035191
 627  1468506024.33515310  1468506024.33550501  0.00035191
 628  1468506024.33558512  1468506024.33594394  0.00035882
 629  1468506024.33602500  1468506024.33637810  0.00035310
 630  1468506024.33645892  1468506024.33681107  0.00035214
 631  1468506024.33689189  1468506024.33724403  0.00035214
 632  1468506024.33732510  1468506024.33767796  0.00035286
 633  1468506024.33775902  1468506024.33811212  0.00035310
 634  1468506024.33819294  1468506024.33854699  0.00035405
 635  1468506024.33862805  1468506024.33897996  0.00035191
 636  1468506024.33906102  1468506024.33941507  0.00035405
 637  1468506024.33949494  1468506024.33984709  0.00035214
 638  1468506024.33992696  1468506024.34028006  0.00035310
 639  1468506024.34038591  1468506024.34074497  0.00035906
 640  1468506024.34082603  1468506024.34117889  0.00035286
 641  1468506024.34126091  1468506024.34161401  0.00035310
 642  1468506024.34169507  1468506024.34204793  0.00035286
 643  1468506024.34212804  1468506024.34247899  0.00035095
 644  1468506024.34256005  1468506024.34291291  0.00035286
 645  1468506024.34299302  1468506024.34334612  0.00035310
 646  1468506024.34342694  1468506024.34378004  0.00035310
 647  1468506024.34386110  1468506024.34421301  0.00035191
 648  1468506024.34429407  1468506024.34464693  0.00035286
 649  1468506024.34472704  1468506024.34507895  0.00035191
 650  1468506024.34515905  1468506024.34552002  0.00036097
 651  1468506024.34560108  1468506024.34595895  0.00035787
 652  1468506024.34603906  1468506024.34639311  0.00035405
 653  1468506024.34647298  1468506024.34682488  0.00035191
 654  1468506024.34690595  1468506024.34725904  0.00035310
 655  1468506024.34734011  1468506024.34769201  0.00035191
 656  1468506024.34777188  1468506024.34812403  0.00035214
 657  1468506024.34820509  1468506024.34855795  0.00035286
 658  1468506024.34863997  1468506024.34899211  0.00035214
 659  1468506024.34907198  1468506024.34942603  0.00035405
 660  1468506024.34950590  1468506024.34985805  0.00035214
 661  1468506024.34993792  1468506024.35029006  0.00035214
 662  1468506024.35039496  1468506024.35075498  0.00036001
 663  1468506024.35083795  1468506024.35119295  0.00035501
 664  1468506024.35127401  1468506024.35162711  0.00035310
 665  1468506024.35170698  1468506024.35206103  0.00035405
 666  1468506024.35214090  1468506024.35249305  0.00035214
 667  1468506024.35257196  1468506024.35292506  0.00035310
 668  1468506024.35300493  1468506024.35335898  0.00035405
 669  1468506024.35344005  1468506024.35379195  0.00035191
 670  1468506024.35387301  1468506024.35422492  0.00035191
 671  1468506024.35430598  1468506024.35465908  0.00035310
 672  1468506024.35473990  1468506024.35509205  0.00035214
 673  1468506024.35517311  1468506024.35553503  0.00036192
 674  1468506024.35561490  1468506024.35597110  0.00035620
 675  1468506024.35605097  1468506024.35640812  0.00035715
 676  1468506024.35648799  1468506024.35684109  0.00035310
 677  1468506024.35692096  1468506024.35727310  0.00035214
 678  1468506024.35735297  1468506024.35770392  0.00035095
 679  1468506024.35778403  1468506024.35813808  0.00035405
 680  1468506024.35822010  1468506024.35857201  0.00035191
 681  1468506024.35865402  1468506024.35900688  0.00035286
 682  1468506024.35908699  1468506024.35943890  0.00035191
 683  1468506024.35951900  1468506024.35987091  0.00035191
 684  1468506024.35995197  1468506024.36032796  0.00037599
 685  1468506024.36040998  1468506024.36076689  0.00035691
 686  1468506024.36084795  1468506024.36120105  0.00035310
 687  1468506024.36128306  1468506024.36163497  0.00035191
 688  1468506024.36171699  1468506024.36207104  0.00035405
 689  1468506024.36215091  1468506024.36250401  0.00035310
 690  1468506024.36258411  1468506024.36293602  0.00035191
 691  1468506024.36301589  1468506024.36336803  0.00035214
 692  1468506024.36344790  1468506024.36380100  0.00035310
 693  1468506024.36388206  1468506024.36423397  0.00035191
 694  1468506024.36431599  1468506024.36466908  0.00035310
 695  1468506024.36474991  1468506024.36510205  0.00035214
 696  1468506024.36518097  1468506024.36554003  0.00035906
 697  1468506024.36562109  1468506024.36597610  0.00035501
 698  1468506024.36605692  1468506024.36640906  0.00035214
 699  1468506024.36648989  1468506024.36684203  0.00035214
 700  1468506024.36692190  1468506024.36727500  0.00035310
 701  1468506024.36735606  1468506024.36770701  0.00035095
 702  1468506024.36778688  1468506024.36813903  0.00035214
 703  1468506024.36822009  1468506024.36857200  0.00035191
 704  1468506024.36865306  1468506024.36900711  0.00035405
 705  1468506024.36908793  1468506024.36944008  0.00035214
 706  1468506024.36951995  1468506024.36987209  0.00035214
 707  1468506024.36995292  1468506024.37032700  0.00037408
 708  1468506024.37040806  1468506024.37076402  0.00035596
 709  1468506024.37084508  1468506024.37119699  0.00035191
 710  1468506024.37127805  1468506024.37162995  0.00035191
 711  1468506024.37171102  1468506024.37206602  0.00035501
 712  1468506024.37214804  1468506024.37249899  0.00035095
 713  1468506024.37258005  1468506024.37293196  0.00035191
 714  1468506024.37301207  1468506024.37336612  0.00035405
 715  1468506024.37344694  1468506024.37379789  0.00035095
 716  1468506024.37387991  1468506024.37423396  0.00035405
 717  1468506024.37431502  1468506024.37466693  0.00035191
 718  1468506024.37474799  1468506024.37509990  0.00035191
 719  1468506024.37518096  1468506024.37553906  0.00035810
 720  1468506024.37561798  1468506024.37597299  0.00035501
 721  1468506024.37605309  1468506024.37640691  0.00035381
 722  1468506024.37648797  1468506024.37684011  0.00035214
 723  1468506024.37692094  1468506024.37727308  0.00035214
 724  1468506024.37735295  1468506024.37770510  0.00035214
 725  1468506024.37778401  1468506024.37813497  0.00035095
 726  1468506024.37821603  1468506024.37857008  0.00035405
 727  1468506024.37865090  1468506024.37900496  0.00035405
 728  1468506024.37908602  1468506024.37943912  0.00035310
 729  1468506024.37951994  1468506024.37987304  0.00035310
 730  1468506024.37995291  1468506024.38039899  0.00044608
 731  1468506024.38048005  1468506024.38084197  0.00036192
 732  1468506024.38092494  1468506024.38128090  0.00035596
 733  1468506024.38136196  1468506024.38171411  0.00035214
 734  1468506024.38179493  1468506024.38214707  0.00035214
 735  1468506024.38222909  1468506024.38258290  0.00035381
 736  1468506024.38266301  1468506024.38301492  0.00035191
 737  1468506024.38309503  1468506024.38344693  0.00035191
 738  1468506024.38352799  1468506024.38388109  0.00035310
 739  1468506024.38396096  1468506024.38431692  0.00035596
 740  1468506024.38439798  1468506024.38474989  0.00035191
 741  1468506024.38483095  1468506024.38518310  0.00035214
 742  1468506024.38526297  1468506024.38562107  0.00035810
 743  1468506024.38570189  1468506024.38605499  0.00035310
 744  1468506024.38613510  1468506024.38648891  0.00035381
 745  1468506024.38656998  1468506024.38692307  0.00035310
 746  1468506024.38700390  1468506024.38735509  0.00035119
 747  1468506024.38743591  1468506024.38778710  0.00035119
 748  1468506024.38786697  1468506024.38822007  0.00035310
 749  1468506024.38829899  1468506024.38865209  0.00035310
 750  1468506024.38873291  1468506024.38908410  0.00035119
 751  1468506024.38916612  1468506024.38951707  0.00035095
 752  1468506024.38959908  1468506024.38995194  0.00035286
 753  1468506024.39003301  1468506024.39039111  0.00035810
 754  1468506024.39047194  1468506024.39082503  0.00035310
 755  1468506024.39090610  1468506024.39125896  0.00035286
 756  1468506024.39133906  1468506024.39169407  0.00035501
 757  1468506024.39177394  1468506024.39212608  0.00035214
 758  1468506024.39220691  1468506024.39255905  0.00035214
 759  1468506024.39264011  1468506024.39299202  0.00035191
 760  1468506024.39307189  1468506024.39342403  0.00035214
 761  1468506024.39350390  1468506024.39385700  0.00035310
 762  1468506024.39393902  1468506024.39428997  0.00035095
 763  1468506024.39437199  1468506024.39472294  0.00035095
 764  1468506024.39480400  1468506024.39515710  0.00035310
 765  1468506024.39523792  1468506024.39559603  0.00035810
 766  1468506024.39567709  1468506024.39603209  0.00035501
 767  1468506024.39611292  1468506024.39646506  0.00035214
 768  1468506024.39654589  1468506024.39689898  0.00035310
 769  1468506024.39698100  1468506024.39733410  0.00035310
 770  1468506024.39741492  1468506024.39776802  0.00035310
 771  1468506024.39785004  1468506024.39820409  0.00035405
 772  1468506024.39828610  1468506024.39863896  0.00035286
 773  1468506024.39872003  1468506024.39907408  0.00035405
 774  1468506024.39915490  1468506024.39950705  0.00035214
 775  1468506024.39958906  1468506024.39994097  0.00035191
 776  1468506024.40002203  1468506024.40038109  0.00035906
 777  1468506024.40046191  1468506024.40081692  0.00035501
 778  1468506024.40089607  1468506024.40124893  0.00035286
 779  1468506024.40132999  1468506024.40168190  0.00035191
 780  1468506024.40176392  1468506024.40211511  0.00035119
 781  1468506024.40219688  1468506024.40254807  0.00035119
 782  1468506024.40262890  1468506024.40298104  0.00035214
 783  1468506024.40306306  1468506024.40341401  0.00035095
 784  1468506024.40349603  1468506024.40384889  0.00035286
 785  1468506024.40392995  1468506024.40428209  0.00035214
 786  1468506024.40436292  1468506024.40471411  0.00035119
 787  1468506024.40479493  1468506024.40514803  0.00035310
 788  1468506024.40522909  1468506024.40558600  0.00035691
 789  1468506024.40566707  1468506024.40602207  0.00035501
 790  1468506024.40610099  1468506024.40645409  0.00035310
 791  1468506024.40653610  1468506024.40688896  0.00035286
 792  1468506024.40697002  1468506024.40732408  0.00035405
 793  1468506024.40740395  1468506024.40775609  0.00035214
 794  1468506024.40783596  1468506024.40818691  0.00035095
 795  1468506024.40826702  1468506024.40861702  0.00035000
 796  1468506024.40869904  1468506024.40905190  0.00035286
 797  1468506024.40913296  1468506024.40948510  0.00035214
 798  1468506024.40956593  1468506024.40991807  0.00035214
 799  1468506024.40999889  1468506024.41035604  0.00035715
 800  1468506024.41043806  1468506024.41079807  0.00036001
 801  1468506024.41088295  1468506024.41123700  0.00035405
 802  1468506024.41131711  1468506024.41166997  0.00035286
 803  1468506024.41175103  1468506024.41210794  0.00035691
 804  1468506024.41218805  1468506024.41253996  0.00035191
 805  1468506024.41262007  1468506024.41297197  0.00035191
 806  1468506024.41305304  1468506024.41340709  0.00035405
 807  1468506024.41348696  1468506024.41383910  0.00035214
 808  1468506024.41391993  1468506024.41427302  0.00035310
 809  1468506024.41435409  1468506024.41470504  0.00035095
 810  1468506024.41478610  1468506024.41513801  0.00035191
 811  1468506024.41521907  1468506024.41557693  0.00035787
 812  1468506024.41565609  1468506024.41611600  0.00045991
 813  1468506024.41619611  1468506024.41665196  0.00045586
 814  1468506024.41673207  1468506024.41718793  0.00045586
 815  1468506024.41726899  1468506024.41762495  0.00035596
 816  1468506024.41770506  1468506024.41805911  0.00035405
 817  1468506024.41813993  1468506024.41849303  0.00035310
 818  1468506024.41857290  1468506024.41892600  0.00035310
 819  1468506024.41900706  1468506024.41936111  0.00035405
 820  1468506024.41944098  1468506024.41979289  0.00035191
 821  1468506024.41987300  1468506024.42022395  0.00035095
 822  1468506024.42033696  1468506024.42070007  0.00036311
 823  1468506024.42078400  1468506024.42113996  0.00035596
 824  1468506024.42122102  1468506024.42157507  0.00035405
 825  1468506024.42165589  1468506024.42200899  0.00035310
 826  1468506024.42209005  1468506024.42244196  0.00035191
 827  1468506024.42252302  1468506024.42287493  0.00035191
 828  1468506024.42295504  1468506024.42330694  0.00035191
 829  1468506024.42338800  1468506024.42374110  0.00035310
 830  1468506024.42382193  1468506024.42417407  0.00035214
 831  1468506024.42425489  1468506024.42460895  0.00035405
 832  1468506024.42468905  1468506024.42504096  0.00035191
 833  1468506024.42512107  1468506024.42547202  0.00035095
 834  1468506024.42555189  1468506024.42591596  0.00036407
 835  1468506024.42599607  1468506024.42635107  0.00035501
 836  1468506024.42643309  1468506024.42678690  0.00035381
 837  1468506024.42686701  1468506024.42721891  0.00035191
 838  1468506024.42729998  1468506024.42765498  0.00035501
 839  1468506024.42773604  1468506024.42808700  0.00035095
 840  1468506024.42816710  1468506024.42851996  0.00035286
 841  1468506024.42860103  1468506024.42895293  0.00035191
 842  1468506024.42903399  1468506024.42938495  0.00035095
 843  1468506024.42946696  1468506024.42981911  0.00035214
 844  1468506024.42989993  1468506024.43025303  0.00035310
 845  1468506024.43035603  1468506024.43071508  0.00035906
 846  1468506024.43079710  1468506024.43115091  0.00035381
 847  1468506024.43123293  1468506024.43158793  0.00035501
 848  1468506024.43166900  1468506024.43202090  0.00035191
 849  1468506024.43210196  1468506024.43245411  0.00035214
 850  1468506024.43253398  1468506024.43288898  0.00035501
 851  1468506024.43297005  1468506024.43332195  0.00035191
 852  1468506024.43340302  1468506024.43375492  0.00035191
 853  1468506024.43383694  1468506024.43419003  0.00035310
 854  1468506024.43427205  1468506024.43462396  0.00035191
 855  1468506024.43470502  1468506024.43506002  0.00035501
 856  1468506024.43514109  1468506024.43549299  0.00035191
 857  1468506024.43557310  1468506024.43592906  0.00035596
 858  1468506024.43601108  1468506024.43636489  0.00035381
 859  1468506024.43644595  1468506024.43679690  0.00035095
 860  1468506024.43687797  1468506024.43723202  0.00035405
 861  1468506024.43731308  1468506024.43766499  0.00035191
 862  1468506024.43774605  1468506024.43809891  0.00035286
 863  1468506024.43817997  1468506024.43853402  0.00035405
 864  1468506024.43861508  1468506024.43896699  0.00035191
 865  1468506024.43904805  1468506024.43939996  0.00035191
 866  1468506024.43948102  1468506024.43983507  0.00035405
 867  1468506024.43991590  1468506024.44027209  0.00035620
 868  1468506024.44037795  1468506024.44073606  0.00035810
 869  1468506024.44081593  1468506024.44117093  0.00035501
 870  1468506024.44125199  1468506024.44160390  0.00035191
 871  1468506024.44168591  1468506024.44203806  0.00035214
 872  1468506024.44211793  1468506024.44247103  0.00035310
 873  1468506024.44255209  1468506024.44290495  0.00035286
 874  1468506024.44298601  1468506024.44333792  0.00035191
 875  1468506024.44341993  1468506024.44377208  0.00035214
 876  1468506024.44385290  1468506024.44420600  0.00035310
 877  1468506024.44428706  1468506024.44463897  0.00035191
 878  1468506024.44472003  1468506024.44507289  0.00035286
 879  1468506024.44515491  1468506024.44551492  0.00036001
 880  1468506024.44559693  1468506024.44595408  0.00035715
 881  1468506024.44603300  1468506024.44638705  0.00035405
 882  1468506024.44646811  1468506024.44682097  0.00035286
 883  1468506024.44690204  1468506024.44725299  0.00035095
 884  1468506024.44733500  1468506024.44768810  0.00035310
 885  1468506024.44776893  1468506024.44812107  0.00035214
 886  1468506024.44820094  1468506024.44855404  0.00035310
 887  1468506024.44863701  1468506024.44899011  0.00035310
 888  1468506024.44907093  1468506024.44942403  0.00035310
 889  1468506024.44950604  1468506024.44985795  0.00035191
 890  1468506024.44993997  1468506024.45029211  0.00035214
 891  1468506024.45039606  1468506024.45075393  0.00035787
 892  1468506024.45083499  1468506024.45118809  0.00035310
 893  1468506024.45126891  1468506024.45162106  0.00035214
 894  1468506024.45170212  1468506024.45205402  0.00035191
 895  1468506024.45213509  1468506024.45248795  0.00035286
 896  1468506024.45256805  1468506024.45291996  0.00035191
 897  1468506024.45300007  1468506024.45335197  0.00035191
 898  1468506024.45343208  1468506024.45378590  0.00035381
 899  1468506024.45386600  1468506024.45421791  0.00035191
 900  1468506024.45429897  1468506024.45465302  0.00035405
 901  1468506024.45473409  1468506024.45508599  0.00035191
 902  1468506024.45516706  1468506024.45552802  0.00036097
 903  1468506024.45560908  1468506024.45596504  0.00035596
 904  1468506024.45604491  1468506024.45639992  0.00035501
 905  1468506024.45648003  1468506024.45683193  0.00035191
 906  1468506024.45691299  1468506024.45726490  0.00035191
 907  1468506024.45734596  1468506024.45769906  0.00035310
 908  1468506024.45777988  1468506024.45813203  0.00035214
 909  1468506024.45821309  1468506024.45856500  0.00035191
 910  1468506024.45864511  1468506024.45899701  0.00035191
 911  1468506024.45907903  1468506024.45943093  0.00035191
 912  1468506024.45951200  1468506024.45986295  0.00035095
 913  1468506024.45994401  1468506024.46029592  0.00035191
 914  1468506024.46039891  1468506024.46075606  0.00035715
 915  1468506024.46083689  1468506024.46118999  0.00035310
 916  1468506024.46127105  1468506024.46162295  0.00035191
 917  1468506024.46170306  1468506024.46205592  0.00035286
 918  1468506024.46213698  1468506024.46248794  0.00035095
 919  1468506024.46256995  1468506024.46292210  0.00035214
 920  1468506024.46300292  1468506024.46335602  0.00035310
 921  1468506024.46343708  1468506024.46378994  0.00035286
 922  1468506024.46387005  1468506024.46422100  0.00035095
 923  1468506024.46430206  1468506024.46465397  0.00035191
 924  1468506024.46473503  1468506024.46508694  0.00035191
 925  1468506024.46516895  1468506024.46553111  0.00036216
 926  1468506024.46561098  1468506024.46596503  0.00035405
 927  1468506024.46604490  1468506024.46640110  0.00035620
 928  1468506024.46648192  1468506024.46683407  0.00035214
 929  1468506024.46691489  1468506024.46726704  0.00035214
 930  1468506024.46734810  1468506024.46770000  0.00035191
 931  1468506024.46778107  1468506024.46813607  0.00035501
 932  1468506024.46821594  1468506024.46857095  0.00035501
 933  1468506024.46865201  1468506024.46900511  0.00035310
 934  1468506024.46908498  1468506024.46943688  0.00035191
 935  1468506024.46951795  1468506024.46986890  0.00035095
 936  1468506024.46994996  1468506024.47032595  0.00037599
 937  1468506024.47040701  1468506024.47076392  0.00035691
 938  1468506024.47084498  1468506024.47119904  0.00035405
 939  1468506024.47128010  1468506024.47163200  0.00035191
 940  1468506024.47171307  1468506024.47206497  0.00035191
 941  1468506024.47214603  1468506024.47249794  0.00035191
 942  1468506024.47257900  1468506024.47293210  0.00035310
 943  1468506024.47301292  1468506024.47336507  0.00035214
 944  1468506024.47344494  1468506024.47379804  0.00035310
 945  1468506024.47387791  1468506024.47423196  0.00035405
 946  1468506024.47431302  1468506024.47466493  0.00035191
 947  1468506024.47474504  1468506024.47509694  0.00035191
 948  1468506024.47517800  1468506024.47553611  0.00035810
 949  1468506024.47561693  1468506024.47597098  0.00035405
 950  1468506024.47605205  1468506024.47640395  0.00035191
 951  1468506024.47648501  1468506024.47684002  0.00035501
 952  1468506024.47692108  1468506024.47727489  0.00035381
 953  1468506024.47735596  1468506024.47770691  0.00035095
 954  1468506024.47778702  1468506024.47814107  0.00035405
 955  1468506024.47822094  1468506024.47857189  0.00035095
 956  1468506024.47865200  1468506024.47900391  0.00035191
 957  1468506024.47908497  1468506024.47943807  0.00035310
 958  1468506024.47951889  1468506024.47987103  0.00035214
 959  1468506024.47995210  1468506024.48032808  0.00037599
 960  1468506024.48040891  1468506024.48076606  0.00035715
 961  1468506024.48084688  1468506024.48119998  0.00035310
 962  1468506024.48128104  1468506024.48163390  0.00035286
 963  1468506024.48171496  1468506024.48206711  0.00035214
 964  1468506024.48214793  1468506024.48250103  0.00035310
 965  1468506024.48258209  1468506024.48293209  0.00035000
 966  1468506024.48301291  1468506024.48336601  0.00035310
 967  1468506024.48344588  1468506024.48379993  0.00035405
 968  1468506024.48388004  1468506024.48423290  0.00035286
 969  1468506024.48431492  1468506024.48466611  0.00035119
 970  1468506024.48474789  1468506024.48509908  0.00035119
 971  1468506024.48517895  1468506024.48553705  0.00035810
 972  1468506024.48561811  1468506024.48597193  0.00035381
 973  1468506024.48605204  1468506024.48640394  0.00035191
 974  1468506024.48648405  1468506024.48683691  0.00035286
 975  1468506024.48691797  1468506024.48727012  0.00035214
 976  1468506024.48735094  1468506024.48770308  0.00035214
 977  1468506024.48778296  1468506024.48813605  0.00035310
 978  1468506024.48821592  1468506024.48856902  0.00035310
 979  1468506024.48864889  1468506024.48900104  0.00035214
 980  1468506024.48908210  1468506024.48943496  0.00035286
 981  1468506024.48951602  1468506024.48986912  0.00035310
 982  1468506024.48994994  1468506024.49032593  0.00037599
 983  1468506024.49040699  1468506024.49076509  0.00035810
 984  1468506024.49084592  1468506024.49119711  0.00035119
 985  1468506024.49127698  1468506024.49162889  0.00035191
 986  1468506024.49171090  1468506024.49206305  0.00035214
 987  1468506024.49214411  1468506024.49249506  0.00035095
 988  1468506024.49257588  1468506024.49292898  0.00035310
 989  1468506024.49301004  1468506024.49336195  0.00035191
 990  1468506024.49344301  1468506024.49379492  0.00035191
 991  1468506024.49387598  1468506024.49423003  0.00035405
 992  1468506024.49431109  1468506024.49466395  0.00035286
 993  1468506024.49474502  1468506024.49509597  0.00035095
 994  1468506024.49517703  1468506024.49553800  0.00036097
 995  1468506024.49561906  1468506024.49597597  0.00035691
 996  1468506024.49605703  1468506024.49640989  0.00035286
 997  1468506024.49649000  1468506024.49684191  0.00035191
 998  1468506024.49692297  1468506024.49727511  0.00035214
 999  1468506024.49735689  1468506024.49770808  0.00035119
1000  1468506024.49778891  1468506024.49814105  0.00035214
***************************************************

*** Avg round trip time = 358 microseconds
*** Avg one way latency = 179 microseconds
