task 0 has started...
Beginning latency timing test. Number of reps = 1000.
***************************************************
Rep#       T1               T2            deltaT
task 1 has started...
 504  1468506049.15477395  1468506049.15478492  0.00001097
 505  1468506049.15485191  1468506049.15486193  0.00001001
 506  1468506049.15492892  1468506049.15493894  0.00001001
 507  1468506049.15500593  1468506049.15501690  0.00001097
 508  1468506049.15508294  1468506049.15509295  0.00001001
 509  1468506049.15516090  1468506049.15517092  0.00001001
 510  1468506049.15523791  1468506049.15524793  0.00001001
 511  1468506049.15531492  1468506049.15532589  0.00001097
 512  1468506049.15539193  1468506049.15540290  0.00001097
 513  1468506049.15546989  1468506049.15547991  0.00001001
 514  1468506049.15554690  1468506049.15555811  0.00001121
 515  1468506049.15562510  1468506049.15563512  0.00001001
 516  1468506049.15570211  1468506049.15571189  0.00000978
 517  1468506049.15577793  1468506049.15578890  0.00001097
 518  1468506049.15585494  1468506049.15586591  0.00001097
 519  1468506049.15593696  1468506049.15594792  0.00001097
 520  1468506049.15601492  1468506049.15602493  0.00001001
 521  1468506049.15609193  1468506049.15610290  0.00001097
 522  1468506049.15616989  1468506049.15618110  0.00001121
 523  1468506049.15624690  1468506049.15625811  0.00001121
 524  1468506049.15632391  1468506049.15633512  0.00001121
 525  1468506049.15640092  1468506049.15641189  0.00001097
 526  1468506049.15647793  1468506049.15648890  0.00001097
 527  1468506049.15655589  1468506049.15656590  0.00001001
 528  1468506049.15663290  1468506049.15664291  0.00001001
 529  1468506049.15670991  1468506049.15671992  0.00001001
 530  1468506049.15678692  1468506049.15679789  0.00001097
 531  1468506049.15686393  1468506049.15687490  0.00001097
 532  1468506049.15694189  1468506049.15695190  0.00001001
 533  1468506049.15702009  1468506049.15703011  0.00001001
 534  1468506049.15709710  1468506049.15710711  0.00001001
 535  1468506049.15717602  1468506049.15718603  0.00001001
 536  1468506049.15725303  1468506049.15727711  0.00002408
 537  1468506049.15734601  1468506049.15735698  0.00001097
 538  1468506049.15742493  1468506049.15743494  0.00001001
 539  1468506049.15750194  1468506049.15751505  0.00001311
 540  1468506049.15758204  1468506049.15759206  0.00001001
 541  1468506049.15765905  1468506049.15767002  0.00001097
 542  1468506049.15773702  1468506049.15774703  0.00001001
 543  1468506049.15781403  1468506049.15782404  0.00001001
 544  1468506049.15789104  1468506049.15790200  0.00001097
 545  1468506049.15796900  1468506049.15797901  0.00001001
 546  1468506049.15804696  1468506049.15805697  0.00001001
 547  1468506049.15812397  1468506049.15813398  0.00001001
 548  1468506049.15820193  1468506049.15821195  0.00001001
 549  1468506049.15827799  1468506049.15828800  0.00001001
 550  1468506049.15835500  1468506049.15836501  0.00001001
 551  1468506049.15843201  1468506049.15844202  0.00001001
 552  1468506049.15850902  1468506049.15851998  0.00001097
 553  1468506049.15858698  1468506049.15859699  0.00001001
 554  1468506049.15866399  1468506049.15867496  0.00001097
 555  1468506049.15874290  1468506049.15875411  0.00001121
 556  1468506049.15882111  1468506049.15883088  0.00000978
 557  1468506049.15889907  1468506049.15890908  0.00001001
 558  1468506049.15897703  1468506049.15898705  0.00001001
 559  1468506049.15905499  1468506049.15906501  0.00001001
 560  1468506049.15913296  1468506049.15914297  0.00001001
 561  1468506049.15920997  1468506049.15921998  0.00001001
 562  1468506049.15928793  1468506049.15929794  0.00001001
 563  1468506049.15936399  1468506049.15937495  0.00001097
 564  1468506049.15944099  1468506049.15945196  0.00001097
 565  1468506049.15951896  1468506049.15952897  0.00001001
 566  1468506049.15959501  1468506049.15960598  0.00001097
 567  1468506049.15967298  1468506049.15968394  0.00001097
 568  1468506049.15975094  1468506049.15976191  0.00001097
 569  1468506049.15982890  1468506049.15983891  0.00001001
 570  1468506049.15990591  1468506049.15991592  0.00001001
 571  1468506049.15998292  1468506049.15999293  0.00001001
 572  1468506049.16005898  1468506049.16006994  0.00001097
 573  1468506049.16013694  1468506049.16014791  0.00001097
 574  1468506049.16021490  1468506049.16022611  0.00001121
 575  1468506049.16029406  1468506049.16032696  0.00003290
 576  1468506049.16039705  1468506049.16040802  0.00001097
 577  1468506049.16048193  1468506049.16049504  0.00001311
 578  1468506049.16056395  1468506049.16057396  0.00001001
 579  1468506049.16064191  1468506049.16065192  0.00001001
 580  1468506049.16071892  1468506049.16072989  0.00001097
 581  1468506049.16079712  1468506049.16080809  0.00001097
 582  1468506049.16087604  1468506049.16088605  0.00001001
 583  1468506049.16095400  1468506049.16096401  0.00001001
 584  1468506049.16103101  1468506049.16104198  0.00001097
 585  1468506049.16110897  1468506049.16111898  0.00001001
 586  1468506049.16118503  1468506049.16119504  0.00001001
 587  1468506049.16126299  1468506049.16127300  0.00001001
 588  1468506049.16134000  1468506049.16135097  0.00001097
 589  1468506049.16141796  1468506049.16142797  0.00001001
 590  1468506049.16149497  1468506049.16150594  0.00001097
 591  1468506049.16157293  1468506049.16158295  0.00001001
 592  1468506049.16164994  1468506049.16166091  0.00001097
 593  1468506049.16172695  1468506049.16173792  0.00001097
 594  1468506049.16180491  1468506049.16181493  0.00001001
 595  1468506049.16188192  1468506049.16189194  0.00001001
 596  1468506049.16195893  1468506049.16196990  0.00001097
 597  1468506049.16203690  1468506049.16204691  0.00001001
 598  1468506049.16211390  1468506049.16212392  0.00001001
 599  1468506049.16219211  1468506049.16220498  0.00001287
 600  1468506049.16227198  1468506049.16228199  0.00001001
 601  1468506049.16234994  1468506049.16236091  0.00001097
 602  1468506049.16242790  1468506049.16243792  0.00001001
 603  1468506049.16250610  1468506049.16251612  0.00001001
 604  1468506049.16258311  1468506049.16259289  0.00000978
 605  1468506049.16265988  1468506049.16266990  0.00001001
 606  1468506049.16273689  1468506049.16274810  0.00001121
 607  1468506049.16281509  1468506049.16282606  0.00001097
 608  1468506049.16289306  1468506049.16290307  0.00001001
 609  1468506049.16297102  1468506049.16298103  0.00001001
 610  1468506049.16304803  1468506049.16305804  0.00001001
 611  1468506049.16312599  1468506049.16313601  0.00001001
 612  1468506049.16320300  1468506049.16321397  0.00001097
 613  1468506049.16328001  1468506049.16329002  0.00001001
 614  1468506049.16335797  1468506049.16336799  0.00001001
 615  1468506049.16343498  1468506049.16344595  0.00001097
 616  1468506049.16351295  1468506049.16352391  0.00001097
 617  1468506049.16358995  1468506049.16360092  0.00001097
 618  1468506049.16368294  1468506049.16369295  0.00001001
 619  1468506049.16376090  1468506049.16377091  0.00001001
 620  1468506049.16383696  1468506049.16384792  0.00001097
 621  1468506049.16391397  1468506049.16392398  0.00001001
 622  1468506049.16399097  1468506049.16400194  0.00001097
 623  1468506049.16406894  1468506049.16407990  0.00001097
 624  1468506049.16414690  1468506049.16415811  0.00001121
 625  1468506049.16422510  1468506049.16423512  0.00001001
 626  1468506049.16430211  1468506049.16431189  0.00000978
 627  1468506049.16437888  1468506049.16438890  0.00001001
 628  1468506049.16445708  1468506049.16446805  0.00001097
 629  1468506049.16453409  1468506049.16454506  0.00001097
 630  1468506049.16461205  1468506049.16462302  0.00001097
 631  1468506049.16469002  1468506049.16470003  0.00001001
 632  1468506049.16476703  1468506049.16477799  0.00001097
 633  1468506049.16484499  1468506049.16485596  0.00001097
 634  1468506049.16492200  1468506049.16493201  0.00001001
 635  1468506049.16499901  1468506049.16500998  0.00001097
 636  1468506049.16507697  1468506049.16508698  0.00001001
 637  1468506049.16515398  1468506049.16516399  0.00001001
 638  1468506049.16523099  1468506049.16524100  0.00001001
 639  1468506049.16530800  1468506049.16531897  0.00001097
 640  1468506049.16538596  1468506049.16539598  0.00001001
 641  1468506049.16546392  1468506049.16547394  0.00001001
 642  1468506049.16554189  1468506049.16555190  0.00001001
 643  1468506049.16562009  1468506049.16563106  0.00001097
 644  1468506049.16569805  1468506049.16570807  0.00001001
 645  1468506049.16577506  1468506049.16578603  0.00001097
 646  1468506049.16585207  1468506049.16586208  0.00001001
 647  1468506049.16593003  1468506049.16594005  0.00001001
 648  1468506049.16600704  1468506049.16601801  0.00001097
 649  1468506049.16608500  1468506049.16609502  0.00001001
 650  1468506049.16616297  1468506049.16617298  0.00001001
 651  1468506049.16623998  1468506049.16624999  0.00001001
 652  1468506049.16631603  1468506049.16632700  0.00001097
 653  1468506049.16639400  1468506049.16640496  0.00001097
 654  1468506049.16647196  1468506049.16648293  0.00001097
 655  1468506049.16655111  1468506049.16656089  0.00000978
 656  1468506049.16662693  1468506049.16663790  0.00001097
 657  1468506049.16670489  1468506049.16671610  0.00001121
 658  1468506049.16678190  1468506049.16679311  0.00001121
 659  1468506049.16685891  1468506049.16687202  0.00001311
 660  1468506049.16693807  1468506049.16694903  0.00001097
 661  1468506049.16701603  1468506049.16702604  0.00001001
 662  1468506049.16709304  1468506049.16710305  0.00001001
 663  1468506049.16717005  1468506049.16718006  0.00001001
 664  1468506049.16724801  1468506049.16725802  0.00001001
 665  1468506049.16732502  1468506049.16733599  0.00001097
 666  1468506049.16740298  1468506049.16741300  0.00001001
 667  1468506049.16747904  1468506049.16749001  0.00001097
 668  1468506049.16755700  1468506049.16756701  0.00001001
 669  1468506049.16763401  1468506049.16764498  0.00001097
 670  1468506049.16771197  1468506049.16772294  0.00001097
 671  1468506049.16779089  1468506049.16780090  0.00001001
 672  1468506049.16786790  1468506049.16787791  0.00001001
 673  1468506049.16794395  1468506049.16795492  0.00001097
 674  1468506049.16802192  1468506049.16803193  0.00001001
 675  1468506049.16809893  1468506049.16810894  0.00001001
 676  1468506049.16817594  1468506049.16818595  0.00001001
 677  1468506049.16825390  1468506049.16826391  0.00001001
 678  1468506049.16833091  1468506049.16834211  0.00001121
 679  1468506049.16840911  1468506049.16842008  0.00001097
 680  1468506049.16848707  1468506049.16849804  0.00001097
 681  1468506049.16856503  1468506049.16857505  0.00001001
 682  1468506049.16864204  1468506049.16865301  0.00001097
 683  1468506049.16872001  1468506049.16873002  0.00001001
 684  1468506049.16879702  1468506049.16880798  0.00001097
 685  1468506049.16887498  1468506049.16888595  0.00001097
 686  1468506049.16895199  1468506049.16896200  0.00001001
 687  1468506049.16902900  1468506049.16903996  0.00001097
 688  1468506049.16910601  1468506049.16911602  0.00001001
 689  1468506049.16918302  1468506049.16919398  0.00001097
 690  1468506049.16926003  1468506049.16927004  0.00001001
 691  1468506049.16933703  1468506049.16934800  0.00001097
 692  1468506049.16941500  1468506049.16942501  0.00001001
 693  1468506049.16949201  1468506049.16950297  0.00001097
 694  1468506049.16956997  1468506049.16957998  0.00001001
 695  1468506049.16964698  1468506049.16965795  0.00001097
 696  1468506049.16972494  1468506049.16973591  0.00001097
 697  1468506049.16980290  1468506049.16981411  0.00001121
 698  1468506049.16988111  1468506049.16989207  0.00001097
 699  1468506049.16995907  1468506049.16996908  0.00001001
 700  1468506049.17003608  1468506049.17004704  0.00001097
 701  1468506049.17011404  1468506049.17012405  0.00001001
 702  1468506049.17019105  1468506049.17020202  0.00001097
 703  1468506049.17026901  1468506049.17027998  0.00001097
 704  1468506049.17037106  1468506049.17039394  0.00002289
 705  1468506049.17046595  1468506049.17047906  0.00001311
 706  1468506049.17054605  1468506049.17055702  0.00001097
 707  1468506049.17062402  1468506049.17063403  0.00001001
 708  1468506049.17070103  1468506049.17071199  0.00001097
 709  1468506049.17077899  1468506049.17078900  0.00001001
 710  1468506049.17085600  1468506049.17086601  0.00001001
 711  1468506049.17093396  1468506049.17094493  0.00001097
 712  1468506049.17101192  1468506049.17102194  0.00001001
 713  1468506049.17108893  1468506049.17109990  0.00001097
 714  1468506049.17116594  1468506049.17117691  0.00001097
 715  1468506049.17124200  1468506049.17125201  0.00001001
 716  1468506049.17131901  1468506049.17132902  0.00001001
 717  1468506049.17139602  1468506049.17140603  0.00001001
 718  1468506049.17147303  1468506049.17148399  0.00001097
 719  1468506049.17155099  1468506049.17156506  0.00001407
 720  1468506049.17163205  1468506049.17164302  0.00001097
 721  1468506049.17170906  1468506049.17172003  0.00001097
 722  1468506049.17178607  1468506049.17179704  0.00001097
 723  1468506049.17186403  1468506049.17187405  0.00001001
 724  1468506049.17194104  1468506049.17195106  0.00001001
 725  1468506049.17201900  1468506049.17202997  0.00001097
 726  1468506049.17209601  1468506049.17210698  0.00001097
 727  1468506049.17217302  1468506049.17218399  0.00001097
 728  1468506049.17225099  1468506049.17226195  0.00001097
 729  1468506049.17232800  1468506049.17233896  0.00001097
 730  1468506049.17240596  1468506049.17241693  0.00001097
 731  1468506049.17248392  1468506049.17249393  0.00001001
 732  1468506049.17256093  1468506049.17257190  0.00001097
 733  1468506049.17263794  1468506049.17264795  0.00001001
 734  1468506049.17271495  1468506049.17272592  0.00001097
 735  1468506049.17279410  1468506049.17280412  0.00001001
 736  1468506049.17287111  1468506049.17288089  0.00000978
 737  1468506049.17294788  1468506049.17295909  0.00001121
 738  1468506049.17302704  1468506049.17303705  0.00001001
 739  1468506049.17310500  1468506049.17311502  0.00001001
 740  1468506049.17318201  1468506049.17319298  0.00001097
 741  1468506049.17325997  1468506049.17327094  0.00001097
 742  1468506049.17333698  1468506049.17334795  0.00001097
 743  1468506049.17341495  1468506049.17342496  0.00001001
 744  1468506049.17349291  1468506049.17350292  0.00001001
 745  1468506049.17356992  1468506049.17358088  0.00001097
 746  1468506049.17364812  1468506049.17365789  0.00000978
 747  1468506049.17372394  1468506049.17373395  0.00001001
 748  1468506049.17380095  1468506049.17381096  0.00001001
 749  1468506049.17387891  1468506049.17388892  0.00001001
 750  1468506049.17395592  1468506049.17396593  0.00001001
 751  1468506049.17403793  1468506049.17404795  0.00001001
 752  1468506049.17411590  1468506049.17412710  0.00001121
 753  1468506049.17419410  1468506049.17420411  0.00001001
 754  1468506049.17427206  1468506049.17428303  0.00001097
 755  1468506049.17435002  1468506049.17436004  0.00001001
 756  1468506049.17442703  1468506049.17443800  0.00001097
 757  1468506049.17450500  1468506049.17451596  0.00001097
 758  1468506049.17458200  1468506049.17459297  0.00001097
 759  1468506049.17465997  1468506049.17467093  0.00001097
 760  1468506049.17473793  1468506049.17474890  0.00001097
 761  1468506049.17481494  1468506049.17482591  0.00001097
 762  1468506049.17489290  1468506049.17490292  0.00001001
 763  1468506049.17496991  1468506049.17498112  0.00001121
 764  1468506049.17504907  1468506049.17506003  0.00001097
 765  1468506049.17512798  1468506049.17513800  0.00001001
 766  1468506049.17520595  1468506049.17521596  0.00001001
 767  1468506049.17528296  1468506049.17529392  0.00001097
 768  1468506049.17535996  1468506049.17537093  0.00001097
 769  1468506049.17543793  1468506049.17544794  0.00001001
 770  1468506049.17551494  1468506049.17552495  0.00001001
 771  1468506049.17559290  1468506049.17560291  0.00001001
 772  1468506049.17566991  1468506049.17567992  0.00001001
 773  1468506049.17574692  1468506049.17575788  0.00001097
 774  1468506049.17582393  1468506049.17583489  0.00001097
 775  1468506049.17590189  1468506049.17591310  0.00001121
 776  1468506049.17598009  1468506049.17599010  0.00001001
 777  1468506049.17605710  1468506049.17606807  0.00001097
 778  1468506049.17613506  1468506049.17614603  0.00001097
 779  1468506049.17621303  1468506049.17622590  0.00001287
 780  1468506049.17629290  1468506049.17630410  0.00001121
 781  1468506049.17637110  1468506049.17638206  0.00001097
 782  1468506049.17644811  1468506049.17645788  0.00000978
 783  1468506049.17652512  1468506049.17653489  0.00000978
 784  1468506049.17660093  1468506049.17661190  0.00001097
 785  1468506049.17667890  1468506049.17668891  0.00001001
 786  1468506049.17675710  1468506049.17676711  0.00001001
 787  1468506049.17683291  1468506049.17684388  0.00001097
 788  1468506049.17691112  1468506049.17692208  0.00001097
 789  1468506049.17698789  1468506049.17699909  0.00001121
 790  1468506049.17706490  1468506049.17707491  0.00001001
 791  1468506049.17714310  1468506049.17715406  0.00001097
 792  1468506049.17722011  1468506049.17724395  0.00002384
 793  1468506049.17731309  1468506049.17732406  0.00001097
 794  1468506049.17739201  1468506049.17740297  0.00001097
 795  1468506049.17746997  1468506049.17748094  0.00001097
 796  1468506049.17754698  1468506049.17755795  0.00001097
 797  1468506049.17762494  1468506049.17763591  0.00001097
 798  1468506049.17770290  1468506049.17771292  0.00001001
 799  1468506049.17778111  1468506049.17779112  0.00001001
 800  1468506049.17785811  1468506049.17786908  0.00001097
 801  1468506049.17793608  1468506049.17794609  0.00001001
 802  1468506049.17801309  1468506049.17802405  0.00001097
 803  1468506049.17809010  1468506049.17810106  0.00001097
 804  1468506049.17816710  1468506049.17817712  0.00001001
 805  1468506049.17824507  1468506049.17825508  0.00001001
 806  1468506049.17832208  1468506049.17833304  0.00001097
 807  1468506049.17840099  1468506049.17841196  0.00001097
 808  1468506049.17847896  1468506049.17848897  0.00001001
 809  1468506049.17855597  1468506049.17856693  0.00001097
 810  1468506049.17863393  1468506049.17864394  0.00001001
 811  1468506049.17871094  1468506049.17872095  0.00001001
 812  1468506049.17878890  1468506049.17879891  0.00001001
 813  1468506049.17886591  1468506049.17887592  0.00001001
 814  1468506049.17894292  1468506049.17895389  0.00001097
 815  1468506049.17902088  1468506049.17903209  0.00001121
 816  1468506049.17909908  1468506049.17911005  0.00001097
 817  1468506049.17917705  1468506049.17918706  0.00001001
 818  1468506049.17925501  1468506049.17926598  0.00001097
 819  1468506049.17933297  1468506049.17934394  0.00001097
 820  1468506049.17941189  1468506049.17942309  0.00001121
 821  1468506049.17949009  1468506049.17950010  0.00001001
 822  1468506049.17956710  1468506049.17957711  0.00001001
 823  1468506049.17964506  1468506049.17965508  0.00001001
 824  1468506049.17972207  1468506049.17973304  0.00001097
 825  1468506049.17980003  1468506049.17981005  0.00001001
 826  1468506049.17987704  1468506049.17988801  0.00001097
 827  1468506049.17995596  1468506049.17996597  0.00001001
 828  1468506049.18003297  1468506049.18004394  0.00001097
 829  1468506049.18011093  1468506049.18012190  0.00001097
 830  1468506049.18018889  1468506049.18019891  0.00001001
 831  1468506049.18026710  1468506049.18027711  0.00001001
 832  1468506049.18036890  1468506049.18038011  0.00001121
 833  1468506049.18045497  1468506049.18046689  0.00001192
 834  1468506049.18053603  1468506049.18054700  0.00001097
 835  1468506049.18061304  1468506049.18062401  0.00001097
 836  1468506049.18069005  1468506049.18070102  0.00001097
 837  1468506049.18076801  1468506049.18077898  0.00001097
 838  1468506049.18084502  1468506049.18085599  0.00001097
 839  1468506049.18092299  1468506049.18093610  0.00001311
 840  1468506049.18100309  1468506049.18101406  0.00001097
 841  1468506049.18108106  1468506049.18109107  0.00001001
 842  1468506049.18115807  1468506049.18116808  0.00001001
 843  1468506049.18123603  1468506049.18124604  0.00001001
 844  1468506049.18131304  1468506049.18132401  0.00001097
 845  1468506049.18139100  1468506049.18140101  0.00001001
 846  1468506049.18146801  1468506049.18147802  0.00001001
 847  1468506049.18154502  1468506049.18155599  0.00001097
 848  1468506049.18162107  1468506049.18163204  0.00001097
 849  1468506049.18169808  1468506049.18170905  0.00001097
 850  1468506049.18177509  1468506049.18178511  0.00001001
 851  1468506049.18185210  1468506049.18186212  0.00001001
 852  1468506049.18192911  1468506049.18194008  0.00001097
 853  1468506049.18200707  1468506049.18201709  0.00001001
 854  1468506049.18208408  1468506049.18209410  0.00001001
 855  1468506049.18216205  1468506049.18217206  0.00001001
 856  1468506049.18223906  1468506049.18224907  0.00001001
 857  1468506049.18231606  1468506049.18232703  0.00001097
 858  1468506049.18239307  1468506049.18240309  0.00001001
 859  1468506049.18247008  1468506049.18248105  0.00001097
 860  1468506049.18254709  1468506049.18255806  0.00001097
 861  1468506049.18262506  1468506049.18263507  0.00001001
 862  1468506049.18270111  1468506049.18271089  0.00000978
 863  1468506049.18277788  1468506049.18278790  0.00001001
 864  1468506049.18285489  1468506049.18286610  0.00001121
 865  1468506049.18293190  1468506049.18294191  0.00001001
 866  1468506049.18300891  1468506049.18301892  0.00001001
 867  1468506049.18308711  1468506049.18309689  0.00000978
 868  1468506049.18316388  1468506049.18317509  0.00001121
 869  1468506049.18324208  1468506049.18325210  0.00001001
 870  1468506049.18331909  1468506049.18332911  0.00001001
 871  1468506049.18339705  1468506049.18340707  0.00001001
 872  1468506049.18347406  1468506049.18348408  0.00001001
 873  1468506049.18355107  1468506049.18356204  0.00001097
 874  1468506049.18362808  1468506049.18363905  0.00001097
 875  1468506049.18370605  1468506049.18371606  0.00001001
 876  1468506049.18378210  1468506049.18379307  0.00001097
 877  1468506049.18385911  1468506049.18387008  0.00001097
 878  1468506049.18393707  1468506049.18394709  0.00001001
 879  1468506049.18401504  1468506049.18402505  0.00001001
 880  1468506049.18409204  1468506049.18410206  0.00001001
 881  1468506049.18416905  1468506049.18417907  0.00001001
 882  1468506049.18424511  1468506049.18425608  0.00001097
 883  1468506049.18432212  1468506049.18433189  0.00000978
 884  1468506049.18439794  1468506049.18440890  0.00001097
 885  1468506049.18447495  1468506049.18448496  0.00001001
 886  1468506049.18455100  1468506049.18456197  0.00001097
 887  1468506049.18462896  1468506049.18463993  0.00001097
 888  1468506049.18470597  1468506049.18471694  0.00001097
 889  1468506049.18478489  1468506049.18479490  0.00001001
 890  1468506049.18486190  1468506049.18487191  0.00001001
 891  1468506049.18493891  1468506049.18494892  0.00001001
 892  1468506049.18501592  1468506049.18502593  0.00001001
 893  1468506049.18509293  1468506049.18510389  0.00001097
 894  1468506049.18516994  1468506049.18518090  0.00001097
 895  1468506049.18524909  1468506049.18525910  0.00001001
 896  1468506049.18532491  1468506049.18533611  0.00001121
 897  1468506049.18540311  1468506049.18541288  0.00000978
 898  1468506049.18547893  1468506049.18548989  0.00001097
 899  1468506049.18555593  1468506049.18557000  0.00001407
 900  1468506049.18563700  1468506049.18564796  0.00001097
 901  1468506049.18571496  1468506049.18572497  0.00001001
 902  1468506049.18579292  1468506049.18580389  0.00001097
 903  1468506049.18587089  1468506049.18588209  0.00001121
 904  1468506049.18594790  1468506049.18595910  0.00001121
 905  1468506049.18602610  1468506049.18603706  0.00001097
 906  1468506049.18610406  1468506049.18611503  0.00001097
 907  1468506049.18618202  1468506049.18619204  0.00001001
 908  1468506049.18625903  1468506049.18626904  0.00001001
 909  1468506049.18633604  1468506049.18634701  0.00001097
 910  1468506049.18641305  1468506049.18642402  0.00001097
 911  1468506049.18649101  1468506049.18650198  0.00001097
 912  1468506049.18657207  1468506049.18658304  0.00001097
 913  1468506049.18665004  1468506049.18666101  0.00001097
 914  1468506049.18672895  1468506049.18673897  0.00001001
 915  1468506049.18680596  1468506049.18681598  0.00001001
 916  1468506049.18688393  1468506049.18689394  0.00001001
 917  1468506049.18696094  1468506049.18697095  0.00001001
 918  1468506049.18703794  1468506049.18704796  0.00001001
 919  1468506049.18711495  1468506049.18712497  0.00001001
 920  1468506049.18719196  1468506049.18720293  0.00001097
 921  1468506049.18726993  1468506049.18727994  0.00001001
 922  1468506049.18734694  1468506049.18735790  0.00001097
 923  1468506049.18742490  1468506049.18743491  0.00001001
 924  1468506049.18750310  1468506049.18751407  0.00001097
 925  1468506049.18759298  1468506049.18760395  0.00001097
 926  1468506049.18767095  1468506049.18768191  0.00001097
 927  1468506049.18775010  1468506049.18776011  0.00001001
 928  1468506049.18782711  1468506049.18783689  0.00000978
 929  1468506049.18790507  1468506049.18791509  0.00001001
 930  1468506049.18798208  1468506049.18799210  0.00001001
 931  1468506049.18805909  1468506049.18806911  0.00001001
 932  1468506049.18813610  1468506049.18814707  0.00001097
 933  1468506049.18821311  1468506049.18822408  0.00001097
 934  1468506049.18829012  1468506049.18829989  0.00000978
 935  1468506049.18836689  1468506049.18837810  0.00001121
 936  1468506049.18844509  1468506049.18845510  0.00001001
 937  1468506049.18852210  1468506049.18853307  0.00001097
 938  1468506049.18859911  1468506049.18861008  0.00001097
 939  1468506049.18867707  1468506049.18868709  0.00001001
 940  1468506049.18875408  1468506049.18876410  0.00001001
 941  1468506049.18883204  1468506049.18884206  0.00001001
 942  1468506049.18890905  1468506049.18891907  0.00001001
 943  1468506049.18898797  1468506049.18899798  0.00001001
 944  1468506049.18906498  1468506049.18907499  0.00001001
 945  1468506049.18914199  1468506049.18915200  0.00001001
 946  1468506049.18921900  1468506049.18922901  0.00001001
 947  1468506049.18929601  1468506049.18930602  0.00001001
 948  1468506049.18937302  1468506049.18938398  0.00001097
 949  1468506049.18945003  1468506049.18946004  0.00001001
 950  1468506049.18952703  1468506049.18953800  0.00001097
 951  1468506049.18960500  1468506049.18961501  0.00001001
 952  1468506049.18968296  1468506049.18969297  0.00001001
 953  1468506049.18975997  1468506049.18976998  0.00001001
 954  1468506049.18983698  1468506049.18984699  0.00001001
 955  1468506049.18991399  1468506049.18992496  0.00001097
 956  1468506049.18999195  1468506049.19000196  0.00001001
 957  1468506049.19006991  1468506049.19008088  0.00001097
 958  1468506049.19014692  1468506049.19015789  0.00001097
 959  1468506049.19022608  1468506049.19023895  0.00001287
 960  1468506049.19032788  1468506049.19035196  0.00002408
 961  1468506049.19042301  1468506049.19043589  0.00001287
 962  1468506049.19050503  1468506049.19051600  0.00001097
 963  1468506049.19058394  1468506049.19059491  0.00001097
 964  1468506049.19066095  1468506049.19067192  0.00001097
 965  1468506049.19073892  1468506049.19074893  0.00001001
 966  1468506049.19081712  1468506049.19082689  0.00000978
 967  1468506049.19089389  1468506049.19090509  0.00001121
 968  1468506049.19097304  1468506049.19098306  0.00001001
 969  1468506049.19105005  1468506049.19106007  0.00001001
 970  1468506049.19112802  1468506049.19113803  0.00001001
 971  1468506049.19120502  1468506049.19121504  0.00001001
 972  1468506049.19128203  1468506049.19129300  0.00001097
 973  1468506049.19136095  1468506049.19137096  0.00001001
 974  1468506049.19143796  1468506049.19144797  0.00001001
 975  1468506049.19151497  1468506049.19152498  0.00001001
 976  1468506049.19159293  1468506049.19160295  0.00001001
 977  1468506049.19166994  1468506049.19168091  0.00001097
 978  1468506049.19174790  1468506049.19175792  0.00001001
 979  1468506049.19182491  1468506049.19183493  0.00001001
 980  1468506049.19190192  1468506049.19191194  0.00001001
 981  1468506049.19197893  1468506049.19198895  0.00001001
 982  1468506049.19205594  1468506049.19206691  0.00001097
 983  1468506049.19213510  1468506049.19214606  0.00001097
 984  1468506049.19221401  1468506049.19222403  0.00001001
 985  1468506049.19229198  1468506049.19230199  0.00001001
 986  1468506049.19236898  1468506049.19237900  0.00001001
 987  1468506049.19244504  1468506049.19245601  0.00001097
 988  1468506049.19252300  1468506049.19253397  0.00001097
 989  1468506049.19260001  1468506049.19261098  0.00001097
 990  1468506049.19267797  1468506049.19268799  0.00001001
 991  1468506049.19275498  1468506049.19276595  0.00001097
 992  1468506049.19283390  1468506049.19284511  0.00001121
 993  1468506049.19291210  1468506049.19292212  0.00001001
 994  1468506049.19298911  1468506049.19300008  0.00001097
 995  1468506049.19306707  1468506049.19307804  0.00001097
 996  1468506049.19314504  1468506049.19315505  0.00001001
 997  1468506049.19322300  1468506049.19323397  0.00001097
 998  1468506049.19330001  1468506049.19331098  0.00001097
 999  1468506049.19337797  1468506049.19338799  0.00001001
1000  1468506049.19345498  1468506049.19346595  0.00001097
***************************************************

*** Avg round trip time = 10 microseconds
*** Avg one way latency = 5 microseconds
